,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
6751,6752,Fourth Wall Marketing,1,RENT,52800.0,not verified,n,"I'm setting up a home office to build up a side business in addition to my day job as a marketing communications manager. I'm looking to buy office furnishings and a new computer. I'll be doing web writing, as there is a lot of demand right now, and I've made a good additional income doing this in the past. I have strong credit (745 FICO last time I checked) but would prefer not to use credit cards for these purchases. I am very responsible and have never made late payments on credit cards or loans. I anticipate paying this loan off in 12-18 months, no more. ",major purchase,"Loan for home-office set up, furnishings",900xx,CA,0.59,0.0,12/01/1998,1.0,,,6.0,0.0,630,7.9,6.0,f,0.0,1,PC3
3619,3620,University of Minnesota,1,MORTGAGE,38000.0,VERIFIED - income source,n,,wedding,Diamond Loan,554xx,MN,9.54,0.0,12/01/2000,0.0,,,6.0,0.0,2174,44.0,18.0,f,0.0,2,PC1
4286,4287,Subway,7,OWN,19000.0,VERIFIED - income source,n,,other,My Bike Loan,440xx,OH,8.91,0.0,02/01/2006,2.0,,,9.0,0.0,3335,17.9,12.0,f,0.0,2,PC5
383,384,Newport Center Pharmacy,2,RENT,21600.0,not verified,n,"  577642 added on 11/19/09 > Very simple:  I want a motorcycle again after not riding for a while and need a little extra help.  My job is incredibly stable, the only reason I work part time is because I also have to volunteer at a physical therapy office for Graduate school.<br/> 577642 added on 11/19/09 > Budgeting every month for this is no problem and I anticipate paying this off before 36 months.<br/>",other,Beautiful R1,926xx,CA,15.17,0.0,11/01/2005,0.0,,,3.0,0.0,1855,23.2,3.0,f,0.0,3,PC2
5592,5593,San Francisco State University,10,OWN,43000.0,VERIFIED - income source,n,"  Borrower added on 08/10/10 > To Whom It May Concern:<br/>I plan on using the loan towards my long awaited wedding this year. I am a good borrower because I have excellent credit history and have a full time job with the city of San Francisco.  I have been working for the city for 10 years as a permanent employee.  Part of my job is to maintain the budget; therefore, I automatically maintain my budget with great care.  My job is stable specifically because I am considered permanent.  Our home which I don't own is totally paid off.  My car is paid off.   Thank you for your time.<br/> Borrower added on 08/11/10 > Correction, I work in the city of San Francisco as a State worker at a University.<br/>",wedding,Rosa & Alberto Wedding 2010,940xx,CA,4.55,0.0,11/01/1992,1.0,,,7.0,0.0,3089,10.2,23.0,f,0.0,3,PC3
9670,9671,Synovus Bank,2,MORTGAGE,34000.0,not verified,n,  Borrower added on 02/27/10 > I am 23 years old so even though I have good credit I don't have a long enough history of it. I Pay a mtg and a car payment monthly and have never been late on a payment. I Will be able to have my loan paid off alot quicker with this lower rate. I have been employed for over 6 years and have a very good job. This would be a great investment opp and really give me a break.<br/>,car,Refinance my car,346xx,FL,14.86,0.0,06/01/2004,1.0,,,4.0,0.0,4883,84.2,7.0,f,0.0,2,PC5
7193,7194,Johnson & Johnson,10,RENT,96000.0,VERIFIED - income,n,  Borrower added on 04/20/10 > I plan to use these funds to pay off all my credit cards and have just one loan with a lower interest rate.  I have always payed my credit cards on time and will continue to make those payments to this loan.  I will definitely keep my budget in order to pay this loan.  I have been at the same job for over 10 years and will continue on the road to success.<br/>,debt consolidation,FRESH START - NO MORE DEBT,331xx,FL,20.77,1.0,01/01/1990,1.0,23.0,,17.0,0.0,22619,67.0,23.0,f,0.0,3,PC5
5682,5683,Impress,10,OWN,125000.0,not verified,n,I wish to borrow $3000 to do landscape improvements.,home improvement,landscape improvement,981xx,WA,2.14,0.0,09/01/1984,0.0,0.0,0.0,15.0,0.0,21050,1.0,24.0,f,0.0,3,PC3
9296,9297,Genworth Financial,1,MORTGAGE,65000.0,VERIFIED - income source,n,  Borrower added on 11/29/11 > I am a very good candidate for this loan.  I have a stable job and is a homeowner.  My credit is excellent and I have the morals and integrity to repay my debts.  I will never want to lower my credit score as I plan to buy another property in a few years. <br>,other,personal loan,958xx,CA,16.98,0.0,11/01/2000,0.0,,,13.0,0.0,23338,38.4,27.0,f,0.0,1,PC2
9169,9170,US Forest Service,10,MORTGAGE,122000.0,VERIFIED - income source,n,  Borrower added on 09/29/11 > To pay legal fees for daughter ending abusive marriage and to protect/support grandchildren<br/>,other,Other Loan,935xx,CA,19.78,0.0,02/01/1981,0.0,,,7.0,0.0,44414,98.7,47.0,f,0.0,1,PC1
2014,2015,ISAC,1,MORTGAGE,95004.0,VERIFIED - income,n,Business opportunity,other,Business Loan,346xx,FL,19.39,0.0,09/01/1994,1.0,,,10.0,0.0,58905,37.3,30.0,f,0.0,2,PC1
7992,7993,PROFITLINE,2,RENT,55000.0,VERIFIED - income,n,"  Borrower added on 07/23/10 > A little bit about me, I am a working professional and have been gainfully employed full time since I was 17 years old.  Prior to turning 17 I worked part time from the age of 13.  I held my first real job at a Market Research firm for 10 years.  I worked my way up from telemarketer to Marketing Director eventually landing in Honolulu HI running a branch office.  When that office closed, I went to work for Nextel Communications and was a Customer Relations Manager for about 2 years before moving to CA.  Since living in CA I have had 2 jobs, the first as Operations Manager for an IT Outsourcing company (2 years) and most recently as a Data Analyst with a Telecom Expense Management firm where I have been employed for the past 2.5 years.  There are no gaps in my employment history and I have never been without a job.   I currently have 8 debtors, which includes 7 credit cards at decent interest rates and a small line of credit for overdraft protection.  I have paid off a home mortgage, and 6-8 auto loans with no late payments or fees.  I have never bounced a check, missed a payment, or had any liens against me.  The only issue with my credit report is the credit cards for which I am seeking this loan to pay off, all of which are up to date and in good standing.  My take home pay is about $3K a month.  I have monthly expenses of about $1815($800 rent, $200 car payment, $65 insurance, $150 utilities, currently paying $600+ on credit cards).  My goal is to pay off my credit cards and close all but one of them with this loan.  The remaining credit card I plan on making $150 payments on until paid off.  I would like to purchase another home in 4-5 years once this debt is paid up.  I do have access to family funds and a second income from my partner in the event of any emergencies.  I also have $6K in savings to fall back on.  I am very proud of my credit and payment history and would never do anything to damage my credit.  The majority of this credit card debt was accrued 10+ years ago and I am currently living well within my means.  My problem is that since I have such a large amount of credit card debt banks will not issue me a consolidation loan despite my flawless payment history.  If you invest in me I will not let you down.  If you have any additional questions or concerns please ask away.  Thank you for your consideration.<br/>",credit card,DEBT CONSO LOAN,921xx,CA,22.52,0.0,11/01/1996,0.0,,,14.0,0.0,33643,46.9,30.0,f,0.0,3,PC4
7428,7429,The Herald-Dispatch,10,MORTGAGE,43971.0,not verified,n,"  Borrower added on 03/18/11 > We have a standing water problem under our house, which we have owned for 6 years. Terminix is going to install a drainage system and a pump for $4,600. They are also going to put down a new plastic barrier (as ours is brittle), and spray something under there to stop the mold from the standing water.<br/>",home improvement,Drain system for under the house,456xx,OH,3.38,0.0,09/01/1999,0.0,,,6.0,0.0,3127,23.7,16.0,f,0.0,3,PC5
2774,2775,RALPHS WAREHOUSE,10,RENT,60000.0,VERIFIED - income,n,  Borrower added on 06/08/10 > IF WE NEED TO SECURE THE LOAN  WE HAVE A 2007 NAVIGATOR PAID IN FULL WITH NO LENDERS WHAT SO EVER<br/>,debt consolidation,PHILLIPANDDEBORAGH,923xx,CA,15.06,0.0,04/01/1999,0.0,97.0,94.0,3.0,1.0,15918,94.2,12.0,f,0.0,2,PC5
366,367,jonesboro surgery center,2,MORTGAGE,80000.0,not verified,n,  Borrower added on 06/13/10 > I plan to use the funds to pay off some of the credit cards I have used to purchase tools for my eletronics bussiness. Untill I am debt free I plan on keeping my present full time employment. I started out with juts on or 2 clients and now have over 30 that I service electronic equipment for. I have payed for over 25000 dollars in equipment and tools in two years with out any aid.<br/> Borrower added on 06/13/10 > I plan to use the funds to purchase equipment need to service medical equipment.<br/>I am a good borrower because I pay my debt and have a stable job in the medical field.<br/> Borrower added on 06/13/10 > I currently work at a surgery center as a biomed engineer and surgical tech. I repair medical equipment. and assist doctors in surgery.<br/>,small business,jeremys handyman service,724xx,AR,10.79,0.0,09/01/1999,4.0,,101.0,15.0,1.0,10989,69.1,38.0,f,0.0,1,PC1
5620,5621,US COAST GUARD,9,RENT,62068.8,VERIFIED - income,n,"  Borrower added on 08/10/11 > I'm great at installment loans, but learned that I go wild with credit cards. I've learned from my mistakes and cancelled all my cards. Just looking to combine all of them into one payment. 9 years in the military and any delinquency in debts can get me in a lot more trouble than if I were a civilian.<br/>null Borrower added on 08/12/11 > I want to pay off 3 credit cards totaling $16,500 and a small personal loan. My current payments on all of these totals just under $500.<br/> Borrower added on 08/20/11 > Please feel free to ask any questions as I'm more than happy to answer.<br/>",debt consolidation,DEBT CONSOLIDATION,784xx,TX,16.16,0.0,11/01/1999,1.0,,,4.0,0.0,0,47.36,19.0,f,0.0,3,PC5
1598,1599,,na,MORTGAGE,120000.0,VERIFIED - income,n,  Borrower added on 10/27/10 > I will be refinancing my mortgage as well to further help reduce my total monthly payments.  The debt consolidation loan will really help our situation and save us over $300 per month in credit card payments.  Please approve!!!  Thanks!<br/>,debt consolidation,Debt Consolidation Loan,030xx,NH,13.85,0.0,06/01/1988,3.0,,,15.0,0.0,25470,73.4,34.0,f,0.0,2,PC1
6714,6715,AKRF,3,RENT,52000.0,not verified,n,  Borrower added on 08/09/11 > We plan to consolidate our debt with this loan.<br/>,debt consolidation,Our Debt,113xx,NY,6.76,0.0,03/01/1995,0.0,38.0,,5.0,0.0,6038,46.1,29.0,f,0.0,2,PC3
8959,8960,airtran airways,4,MORTGAGE,23000.0,not verified,n,,home improvement,Wells Beautiful Home Loan,300xx,GA,6.52,2.0,09/01/1999,0.0,21.0,,6.0,0.0,3105,20.6,7.0,f,0.0,1,PC1
3669,3670,Rapid Systems,1,RENT,45000.0,not verified,n,,credit card,Get my life back out of credit cards,337xx,FL,20.11,0.0,09/01/2003,0.0,,,4.0,0.0,14949,87.9,13.0,f,0.0,2,PC1
1161,1162,"Groupon, Inc",1,RENT,58000.0,VERIFIED - income source,n,  Borrower added on 10/06/11 > Using this money to finance part of a motorcyle.<br/>,car,Motorcycle,606xx,IL,13.7,0.0,11/01/1997,2.0,42.0,,11.0,0.0,11312,68.6,22.0,f,0.0,2,PC1
4879,4880,East Houston Hospital,3,MORTGAGE,141996.0,VERIFIED - income,n,"  Borrower added on 03/29/11 > I understand you are doing everything you can and I am extremely appreciative but i am hoping to have this finalized by Friday this week.<br/> Borrower added on 03/29/11 > Also, my home mortgage has decreased to 1944.00 per month.<br/> Borrower added on 03/30/11 > I would like to try to explain a little better what this loan is needed for in terms of &quot;business equipment&quot;.  A project overseas is being overseen by a new project manager and he trusted the local workers with some of the installation and running of the software/equipment.  Well there was a problem and some equipment was destroyed and now needs to be replaced.  Once the equipment is replaced, the project will be complete.  This loan will be repaid with 30 - 60 days of completion of the project.<br/>",other,Business Equipment,770xx,TX,11.82,0.0,10/01/1989,1.0,,,13.0,0.0,0,0.0,27.0,f,0.0,2,PC4
